AuthorId,ConfirmedPaperIds,DeletedPaperIds
306579,82135 1550792 946696 1591122 1591318 291811 1777037 488945 505016 648906 1771142 1792581 863787 2222924,1013354 40302 343953 377201 398194 1001366 1083165 1386442 597802 1813258 2076222 2145174
1828629,1082725 1525209 1041307 242654 398040 473665 1758277 1907714 914249,2191910 1400893 17903 1017262 1843288 58338 1048471 1195350 223762 234033 278461 1951775 350318 411915 426085 490896 1242513 537315 640924 647226 1847345 1893047 2036272 899768 2231610
1845762,1127658 1452712 1290515 1397288 1624800 377711 387438 398521 1108064 1233460 1241363 515363 566152 1539533 1851928 784830 1959042 2026498 863944 875874,63092 948383 91255 1477504 105125 143134 163497 1009660 193106 326448 329527 340990 2099688 380219 1068250 1141657 1219636 1313392 691096 1734831 2005331 840367 2076330 896474
317708,43817 941650 89462 263886 2040680 2050136 1074598 1194711 572473 581463 1424478 834840 884807 2156020,54076 1020296 94868 95185 119549 957730 1236872 1252993 218091 1589278 312023 1853370 341357 2193516 379863 439414 1074598 1080631 1134100 1176709 547637 1361849 572473 1398911 1497620 656173 1593704 1692873 1726464 718823 1808423 1873058 834840 898034 905943 925769
1875257,1598859 1011565 160666 1184803 1628979 278628 280710 294728 355148 1364197 1450267 1473783 1551410 1590993 1664022 697212 723719 2118654 2122577 2241977,3369 1668702 208433 1389208 282487 296263 301181 1861041 958571 960200 1495029 1566734 1628705
321297,515137 813933,1076833 346660 2198741
1896714,1188267 113900 164710 368245 1180914 1233113 1235996 530423 1320545 595006 1544307 1549998 775607 800922 2085641 2093550 2147189,45310 1188267 1313000 113900 164710 1241032 368245 394922 409241 1180914 1233113 1235996 530423 1320545 1359595 595006 1544307 1549998 1564908 1581695 775607 800922 2085641 2093550 2147189
1902788,1686817 1004158 1138325 1414044 604769 1493391 1571375 1800827 1828497 759566 840519 864818,1172441 46442 160832 1240826 224414 1337490 674496 885632
322913,531935,1436402
1923276,1290298 364833 2175302 963746 1130379 526943 1388459 1932930,1589083 1473667 993326 1434709 1562959 1423520 1576284 1696893 749597 2054295
1928311,1653410 478447,14563 52263 1021817 2176182 933155 197632 1505817 1551047 1855410 373490 949224 1064108 563175 1384970 591342 1446372 597453 1666747 771038 1886158 1979578 839061 870312 2163740 910295
1928646,1100 1462 1284834 46788 54228 69987 1171557 1509823 1917431 1924081 1004696 1143554 1269956 222021 301748 310437 327895 2124520 2144138 453048 1243250 512730 516754 518255 1490555 633741 1552602 1563873 672559 1756157 1797627 1810143 1946357 2020618 837233 2056269 2106100 888848 2197761,787703
328384,158123,550902
1937566,988020 1261058 1342374 1889472 152601 1035955 209160 1408159 1553045 1553135 1765012 357512 375913 377951 943930 994856 413960 1102005 472838 1215735 625841 636909 743100 1926740 1931176 839046 2182063 899091 914934 2239997 2245925 926007,24561
1955349,59185 1541259 184340 203262 1310739 2012156 477876 1393623 599900 1460696 1475235 1557642 2052348 2194659,976379 29169 1317207 140410 261522 1591438 292033 1947271 346550 1176677 520275 1328212 1487945 1540235 695974 1730833 1755080 742096 792512 1950729 849461 2163001
1969732,1969998 1577673 1704373 1743426 747498,1415746
1972504,24549 1076855 1695558 106227 1662312 1970169 138693 151983 253572 272115 308579 1838657 2169846 400382 1061452 1071434 1298201 1318967 550050 1547575 654267 1592896 1725698 728317 1935491 1938613 1962874 1988844 2238904,25012 119050 195937 1463786 1546085 1661784 974156 557443 1384175 603381 1473455 1610493 1616669 690362 1707759 776104 1935068 864297 2257387
2010215,1494464 1195041 1938741 175623 1290285 233031 251557 1540386 299852 423673 436543 1131483 473479 1221443 608632 1513972 641737 1570131 686927 1960942 814050 2004472 2102020 875904 878076 2207977 2211089 2213864 918337 2235244,1463307 1988294 1645296 1917186
343322,275915 291917 518599 1574119 2100436,275915 291917 518599 1574119 1893119 2100436
2041499,1359568 2203710,26034 1403791
2044229,1942508 1760545 28481 37630 1026776 1138253 1012753 1065167 206643 222385 1374045 1480525 285450 290472 307804 2090721 388922 966210 558837 583005 634463 1576203 725873 773182 1893570 2104633 2125982 900041,42159 76459 1657833 139271 140094 1283438 1525501 692898 2011964
2088942,209649 1276366 2069957 507109 1239242 1384992 699663 767067 1952292 2056366 919942,1367402 848399
2089029,658385,55295 1082555 1094241 208886 1670313 2173657 678063 853598
355608,901 1101684 1557587 47012 58596 62546 1089131 129229 1962672 1981023 2025631 155493 2231285 158996 161582 187689 1155017 203646 218728 1601861 291570 307171 1819439 360560 404763 1073648 1248692 1258950 1284837 530727 606853 1483939 1527859 1599408 703906 739902 784066 801668 809997 857961 2150973,367216 1762289
355927,264980,1928290 1292967 256068 1568062 1865707 954556 1633606 1782269
2110740,2087167 1515638 165376 314435 363899 2199648 978272 1092744 1097991 639666 775912 1990646 821896 851540 2076168,688238
2113264,3749 68525 78279 90377 120948 2087714 2153833 1225142 1424846 1639915 302245 343989 980311 1166264 1167989 520952 1322558 1402496 1433231 758853 1894034 902810 2232477,68525 946842 1282787 1535807 1547726 1673571
2139115,1435516 1096698 1904907 1179984 639371,161509 332993
2156979,2003283 2003283,245448
2160379,1777402 2069740 1051889 1300734 1713117 348393 2245851 2256390 444343 591964 1506870 1847043 789534,1039837 1241523 1554621 187748 1116816 1141330 1161159 1210477 1220602 1436159 245329 1548758 1561238 497999 1410538 1418032 584928 1420756 1511154 1667363 1668754 723276 1773653 763674 822606 2170028
2160684,1335151 1572076 1739673 1031482 1736202 1870616 1954666 2109889 2139765,2084260 13272 74670 1367580 1642137 2005987 1152726 1324478 1401053 248458 1560433 1616331 1754857 1899645 334062 1991349 374412 383260 935169 966535 412966 1072249 453743 1102342 1246876 526034 532812 1365590 1437331 628925 646620 1655514 718940 1750831 741602 1805082 1832751 1900983 1931753 1932961 798004 808383 1984216 2119728 874881
366957,200572 1361480,19945 35452 79186 84212 1441913 1051544 186282 1273479 226900 227084 234627 249733 1502244 1536886 1651145 1834940 316694 1893553 326275 330518 391555 393682 1005035 438881 484631 1199935 1202829 1211569 1247217 1265669 524425 576353 1399577 1407684 1434857 593075 1502869 1550217 1656823 1697883 1701629 702926 1748511 1798669 1810149 1951218 1965562 818107 2041602 843215 2067972 2075867 2116750 2184166 910319 2236499
2170133,84531 185635 394846 1122297 474047 477488 641859 1612112 1629133 922321,48826 931065 1386729 1429405 112197 1151715 1392407 241462 1456025 1917597 396524 1171080 1196325 1479218 726730 1774441 1781790 761126 1892494
2176375,1302241 96372 220949 1812932 2048687 1668503,1639466 1818410 140324 2089401 1092272 189923 199503 224387 1568872 1583003 1759137 980497 458899 516043 1339119 1499725 644341 1628771 1928600 1986865 820092 829499 2038611 2065186 878468 897433
2185119,1364018 2176340 636764,1396101 444492 459069 1415865 654090
2190183,1018635,677125
2217755,1412842 11853 70032 79566 1200990 103504 114552 131559 245085 1699286 1866374 1918422 2146878 978237 421496 1069207 468989 1143596 1290926 534964 1299435 546419 560434 1454727 1511323 631496 639833 1716193 1864453 1943131 825569 2075793 2123987 2131966 903376,1217980 1139575 1147075
376562,1503659 672138 1876412 2017041,53778 1271125 1473918 1578204 880594
2226491,1764526,953315 1405388 675504 2101452
2227692,1400932,1823280
380726,140263,1761811 985508 175380 1458185 1069047 1225852 1263647 1299207 559878 1482691 615641 750640 815776 899500
381589,2011359 1425854 90373 1542494 1669499 2192956 163020 256768 266656 275833 325717 341150 957078 402917 410665 1001913 1014524 508626 533928 1317006 1325479 1359274 1463468 1593155 661588 697393 705450 1769948 1786268 741781 1860009 877505,1415503 119177 157922 1106249 1872099 2211778 1094389 1111012 513728 1284031 1312223 1318189 1323295 579052 1472924 1548437 669793 1628175 1681252 1704611 758279 1908238 2070598 2088212 862815 2225783
2264731,1099690 1184104 1668060 120753 159725 1157890 1335028 1342790 231708 235212 1440179 1444412 1622135 1657657 1884028 353268 2098715 371442 412846 436059 450451 1156650 1200908 1290417 539158 562748 1371971 1451097 599702 1470614 1478815 1530094 1617826 746870 1876892 774230 800810 2009118 2025218 834265 895681,821488
2277674,955462 1758901 61300 1854935 187753 1498630 1611727 1787865 2218166 2240649 380415 419193 1070299 1134369 1135119 469945 472497 506361 1258289 1284509 1466885 665701 694082 701626 1760941 747559 1817587 751299 1854689 1879437 1928684 1939034 804264 1989479 850188 855276 2107591 2138484 908485,69267 1356200 1974294 1242316 1336403 1985217 902993
388045,1253044 1728056 1014918 1542981 1907273,1239150 403476
388841,64483 1924261 2024896 1112278 1150728 436671 486848 1309283 1412188 666036 1853210 1871772 1900333 846488 2099941 2110053 2172342,1995260 1734143 39268 1613502 1534201 1134903 1341566 241985 284996 312838 2196668 930653 989322 478323 1211494 1221934 1342853 1386258 1448656 1752781 1807716 753370 2160281 903188
950202,2052720 520848 562909 1511164 722431 2000383 841781,639144
957476,9549 2036384 167578 1049123 507091 567109 1531945 1547524 640249 782696,1139178 1080078 392103 392103 534881 603033 1633177 703176 707760 718428 2245707
966455,93385 1777487 1215247 504055 1238918 1957920 928740,1334168 423431
983236,50223 155801 244707 510997 530787 1355042 808688,1831186 1417707 457287 1136169 1289656 587622
985532,1882678 423307 1435973 1707104 805630,2080690
985582,1451853 1088505 116560 1203778 1267614 1427520 289821 1972422 952658 958957 959597 432771 441047 455396 515283 528021 1500538 1500914 1607192 710851 771813 782305 828560 910821 2231916,1131044 246733 1530376 1853205 2013328 2184162 1004360 569735 1433384 1564822 1577536 1615169
989976,983490 217944 459296 1121348 468219 509448 1905856 860694,2014965
990662,2201263 75683 128560 204836 1979719 1013529 1156399 644072 656723 1611266 729720 753985 1930414 2050185 2221900,1358290 45157 1549234 118989 129017 131745 1608950 355729 360644 1051253 1086313 1103468 500784 510958 1266235 542995 566859 601470 1518120 638244 665379 1694019 1733463 733567 760670 1853785 815141 825775 2084638
995408,1650344,1045358 1805362 1195545 498610 1463592
412510,56830 414918,1156153
1005072,63530 74406 117636 136706 141786 219368 1934313 393175 396087 408153 427729 1114446 491333 1596664 1701968 1859957 1996702,979
1007371,80474 1287989 1311232 1360288 1718733 2088016,728678
1007712,1265185 1265185 1013075 1013075 406664 406664 1251596 1251596 1702126 1702126 882646 882646,1774237 1327805
1020296,547279,305245
1025624,1067254,26361 1014082 72093 1185743 97506 120375 1961265 1395971 1417388 302186 336617 2020449 941614 1109482 529220 1704613 763060 1938673 823938 2123575 2125357 887530 2204230 2251439
1029586,1843138 1128947 236045 291573 1727440 338049 1058422 1062092 1139905 1230890 1244330 1272088 1314560 544705 1330047 1448693 1665029 1714511 1831490 1846660 1981977 2041783 2174010 2242652,1430150 823292 832521 2216468
1029698,36692 45995 47455 47536 1987654 1264293 91921 1487285 1551501 1579261 1711537 129362 2029255 2078434 2172431 1043512 183958 215941 1331922 1373849 234677 255973 281175 1776094 303304 1793536 1861962 1897722 1950547 1966707 357219 960893 1035800 484133 507921 529794 1301015 568656 1455512 1459467 606053 1602504 1675358 714017 1823469 759462 846814 854317 861408 2168535,1561821 149140 171764 225991 244378 246494 272076 625798 1560489
1032849,200222,1577080 2219419
426596,1452597 2115818 1996533 167632 172528 1335308 1535239 269648 1834340 322142 397921 425429 540806 1404199 580899 592315 1444372 606877 1529809 657934 1600494 1697755 1733363 1751430 1811025 788897 803763 810041 1997631,143678
427031,1205679 44443 1709230 930238 88648 1490703 1742903 1826281 140101 2256714 1091720 1527403 1615103 1675531 336437 1994471 2071627 930351 938937 1024427 1025294 430669 1110166 460491 481558 1243071 1294856 1449038 1474620 1595886 1599184 1674809 1749007 1808420 778095 1930439 863085 2143817 2144856 911012 911191 2242305 2258072,1766714 1806179 1985915
428407,20930 97047 115985 2255190 949146 967317 171408 273746 286531 2056694 991768 1032677 432601 443227 1176435 595603 1512767 1592655 692793 1727511 714402 1807713 1864100,2255190 2255190
1042807,2027285 196893 1826708 314840 434929 1089405 1227017 574079 1467558 1553116 1680376 1754610 1883642 2223082,1944650 357701 987146
430730,1410437 1470839,1153811
1048987,1277706 1785837 838254,1919171 1259112 1715513 1899095 1908112 113089 127100 1884233 150238 196290 197971 205926 236453 246625 282929 1712679 1832288 1851823 319010 376519 407929 1044201 1055032 1085648 479783 1167917 1168238 1192257 1212994 1277706 1356652 1401729 1547698 641007 666310 674808 1650558 681287 701973 1748999 730635 1779262 1785837 764900 804357 816998 2059399 2087014
1051515,951812 447950 1142885 1307158 1466369 775198,1466369
440705,1689850,91298 1373669
1071478,1889870 1944407 2201710 475843 1722497 745034 856650,9179 12483 1254307 101042 119222 139148 165891 992483 208826 1370133 243458 251233 254531 293272 2121278 2169697 405254 406666 1158275 1237984 1286286 539606 1349081 1463547 1500971 623409 1547283 647548 1599274 1622717 679794 1688145 708588 740641 1910660 807109 858674 2221531
1072964,47709 1934896 78823 1438648 1428046 1606471 1770066 303594 334993 2000804 1020616 443321 1156867 1466086 623337 624444 2172868,1274247 117160 185977 200937 313681 316704 1994252 367418 1091527 556076 1381438 1515973 635697 653885 709350 1757729 1833324 1861117 1889280 1963824 2090233 2158890 2253833
442555,52138 1170275 1576436 753891 788429,952654 669830
1075555,1957453 27547 52519 1865005 1132358 96196 108807 115830 2048334 1111189 1202554 213978 214540 1380692 1548769 1923363 362710 380742 957887 962675 446386 451189 1127119 468095 575705 1434967 1482972 611539 1535641 1554967 1595835 1776583 1881360 821099 864424 885101 886440 887654 2203598,900555
443783,293007 1432761 1843434 1880947,250012
1086706,1034763 1365511 1692272 119457 1926082 1055460 215245 1300094 1595208 1638279 1793882 1806208 1983059 1007799 1109540 1215879 1391250 687474 712734 713805 1800001 1898254 826351 2047427 844236 2134648 927386,1043368 1340238 1605284 1424340 668903 783956 1994959
1088708,1516066 1538466 264419 1600165 301883 1842208 943050 969727 1111683 474950 1285995 1307092 539353 1382744 1491776 674567 1668665 1710205 732991 801630 2021903 2125483 2229688,1880510 1252473 2119085
448864,3121 966312 1141903 1266438 1315182 1468391 1732388 1770297 361011 437103 1175672 561588 1559309 1764268,1784453
1102897,978952 2091473 164103 1839222 2198220 425736 500202 505889 570284 573211 575487 1456446 611156 1508126 1529920 1533295 1654746 1709723 1713068 785534 1941156 800480 1975759 2036674 842175 2193202 2205929 921639,986990 943963 416148 1503552 1955760 2091870
454473,14944 52423 118340 932665 1053036 1623211 691959 1894233 785964 2025908 2101579 2105942 2213307 916711,7450 1390065 1902480 2131556 131619 993420 1031100 1492849 257691 1602187 1627576 291262 1873889 322650 2027925 2037261 2059469 362934 2228870 991345 1020146 1065186 1145860 1232711 514805 531864 1298749 1309704 1430842 646114 1667719 1749050 1750728 1763290 766384 1873491 800898 1951261 1969996 818455 1991251 2078620 2097369 898613
1104759,28492 995064 85705 1455853 102684 103493 1474989 1845320 144571 2211951 933173 170720 174719 1365659 1408127 1542199 1560443 1748785 1775580 331711 346802 346802 367937 2248237 1071044 446191 1136253 486379 1217649 1219815 1437567 1532484 652928 658997 1627045 700625 1801066 797859 837012 2121986 2183998 917450,570042
1106486,28774 1125512 115223 206430 275614 2123488 976865 1016752 1030377 1173754 574769 1413012 1448555 1504714 676535 1688038 737692 769108 807135 832775 905505 2205562 2210055 921127,2180619 1110660 140140 1377946 1508382 330894 341219 2021466 1311483 684792
1106665,1430612 427283 1370275,1419094
459715,1667894 307425,85483 252225
461799,244881 2027093 1001127 795635 2187216,1406388 1786110 1889794 1894656 1310977 1392632 2002954 2015234 2036360 2060308 910210 911301
1122084,1655867 954553 223383 229071 275001 991662 442627 1102598 1125852 1141008 1196549 1558563 1608402 2006737 855728 2125588,638397 2029859
1122670,98763 1646232 1704582 1791820 271093 301573 953063 1193357 566544 735606 1887532,190880 1168565 1816479 1130643 2045217
464337,2478 33109 67436 87510 1480709 1574790 1184717 1518448 340366 391633 1001461 468341 572463 1603103 663553 1636167 681510 763303 815268 1985661 2024682,1387168 338068 1226201 590720 865102 2246957
464939,1305293 1210805 1188410 1213077 1481720 1930976 1079317 468008 592621 799413 2004320 2014648,52734 1076465 294840 427202 673505 748090
1132287,133826 959117 279161 1783780 1568582 1738883 1950370,557307
1132385,81493 1936449 1221539 2174945,1126003 470563
1140971,1151260 1639583 1846569,1666468
469606,2167255 2233864,14896 2167255 2167255 2233864 2233864 566558
471013,12767 16519 2132158 29688 1395836 1824671 97776 104494 1563629 184179 202738 1191466 1260389 271528 1622699 1887913 1906248 1009485 476408 1448051 1587044 1623559 1630411 678872 1703510 811740 1999652 2091385,1305 258194 2065766 1158465 525266 1443976 626619 1748983 763150
1146560,2122525,255261 2122525 915399
1149122,1140190 117249 1971459 1182614 1379348 1587882 1777864 2022609 364846 1045663 444133 1233564 1342983 563541 1432494 612871 635845 1543732 1887881 892917 910518 911509,1458490 1112096
1153947,1241340 180573 1189532 540171 1376767,1126262 213769 1273348 1145328 1628086 822097
1162341,1496075 1963473 2056977 2154713 2171604,1965173
1167831,6700 7341 1174835 1293412 1159630 1273253 91140 1066989 1104181 311867 1856217 937057 969793 458278 1196047 1217807 1459861 1568774 1621753 729694 749124 1849578 1950069 812570 2005958 2086271,6700 7341 1174835 1293412 1159630 1273253 91140 1066989 1104181 1146138 311867 1856217 937057 969793 458278 1196047 1217807 539422 1457643 1459861 1541504 642763 1568774 658544 1621753 729694 749124 1849578 1950069 812570 2005958 2086271 920358
1171057,25834 1815204 142127 163200 196001 1268779 236670 245792 266076 1622730 351387 2112740 1089456 1132076 1164594 1169791 1205301 1253641 1494306 750505 1866373 799889 1951787 809103 2117281,1252286 1982219 398609 508159 569780 925588
483142,963229 108571 1784485 1020304 1151922 1209572 247100 1628180 1707893 1722160 1921587 1952881 2001044 2034845 347518 2133087 412455 1063092 482727 1269602 1417625 1438369 1598099 1714600 1799983 2057749,34838 1250847 2097811 1026268 489680 1355150 728809
1186622,1902259 798037,195763 1321189 557568
1191177,1821990 27181 34359 1279667 1698454 67837 77418 86306 99064 1468795 1913363 149416 2202572 156922 165241 1050029 188139 1153275 1346691 1546450 1729982 294790 2041527 2098353 2148528 379724 2252776 946646 1040610 1090984 1147048 474970 1301925 541618 556841 559851 1414890 1420979 1434924 653589 685321 1867816 1868005 803704 817104 2042104 2053726 2192268 917679,108524 112921 1044436 1176942 1538765 1709061 1715092 782820 2041828 2238729
1197968,1432047 1386470 1592426 1116956 81454 1229822 89635 1446108 105326 2126187 1115729 218013 1325553 1814231 319247 2232123 967349 1001251 1061277 1165470 1174518 1265718 1274798 1310657 1325618 565921 590011 1480228 620733 1523684 662007 1675307 1690332 1869700 783845 1956392,1041022 631118
493371,1037786 1372746 161114 1947836 424646 830413,982561 1753943
1200875,32637 33494 947433 1319967 648116 707348 2255460,947433 1544302
1208302,713458 1787841,232205 1363172 599834 1567036 805882
500559,1289283 90174 91937 1111668 1560699 1595717 1620892 280307 1742972 1748388 1838167 1866895 1957094 337777 345018 2201644 2256815 424257 1249559 531576 577705 642035 683500 1881391 778683 2005915 2010183 853464 872851 2224625,19005 1248833 1249843 246588 345571 1440160 624579 1739567 1829403 798069 802748
1216807,50084 1169396 182911 352431 355555 360528 380756 404723 441001 746269 2109023 2248710,1057203 1645278 1873960 1921691 939503 473703
500832,1911849 1378107 1725657 1138735 1256124 1336182 1084134 1156060 1511270 262627 1828790 349720 368195 402138 1222569 1377362 1398215 1628636 2136658 2165261 2166263 2229060,2082272 2111005 388134 402379 409543 1057044 1069953 1093199 1106658 1205684 526446 1792813 1838198 811842 859355 863041
501334,932273 53567 940138 1032259 1057152 95573 1948845 1997322 2151016 1140588 225564 277489 1706041 307773 345789 940956 395763 450785 1154069 476266 1290051 1563774 1581621 1660864 1705097 729262 788943 1956861 2001989 867478 873315 898947 2214731 2225220 923253,2050323
1221953,1340636 100791 1462859 1589585 2034019 345919 2104945 385788 398718 547839 1394846 630030 1559382 1586897 763881 2236661,2042117 16868 40526 1577442 109512 1886500 196833 1203834 292750 1786204 352550 352550 2132927 419372 510038 1270403 1470145 1550760 1566727 647026 1593082 1595563 1624319 1630998 1630998 1631232 736996 1805063 1925249 1928075 1960039 2013809 2045225 2055444 849342 849342
1223976,1272266,439913 1272266
504728,1406365 1120210 1489733 1660001,2152750
1228299,1196369 63404 205363 1420395,1124980 941316 1295890 2041872 188834 189633 198696 202205 304482 2194338 404938 780092 820486 2015040 2043268 2134196 886792
1233692,2234423 1617398 1922936 164296 1009706 1015390 233787 337609 963058 1235676 1247929 1292785 1319156 1601723 2031955,1785764 1380706 1960422 421128 830352 2048463
1241483,59720 167774 1083159 2089820,1721189
1243173,23300 90440 176178 195672 2069159,1642376 2180295 1930664
512123,1297228 1587853 1540607 281353 1686152 2128504 366409 373268 975874 1138844 535996 581911 1513214 817633 2078447 898698,1291656 1102715 777882 852269
515480,19156 2206408 419527 1195172 545991 1566371 1662566 1747943 740495 1830709 2175132 903438 2216291,1126109 1156167 237453 1597661 1610606 331543 2016743 2219778 1037288 441930 1086364 1243935 1527632 1655415 1665867 805218 2055685 877221
1260230,960496 116104 228639 1373646 1373646 263773 1562032 414863 434390 1386671 1469323 1469323 1562799 1562799 645050 668956 1848905 818300 818300,1373646 1469323 1562799 1752315 818300
1288180,1534262 837987 884323,977474 1735438 1261356 2009621 2104691
1289560,1903 29878 1394145 1560528,28647 2003290 74300 1606845 2251183 177649 229880 1418653 1542735 1544528 264050 1557859 267364 1625311 1652579 1794612 949449 1108832 1194116 514010 1328998 1446357 1465804 624437 1572980 663486 671489 725505 732396 760038 771987 840302 2055868 868715 2121870 2229901
1291738,3146 24528 27855 30507 37083 1438609 965111 1527000 1547449 1654082 2099814 155856 1162204 206956 1245149 216837 223924 1329787 1397996 1660715 296096 1875965 2013854 2132751 2196913 967513 990237 1033963 1092874 548145 1413170 602550 618339 1515653 639860 811410 828052 2131795 914970,1040669
531276,1315973 1639707 1328595 1028230 1178897 112009 188881 202182 1390678 243157 260643 261493 275620 1632147 1666568 2076944 2193589 385909 959769 399800 1105247 1161576 1170113 1218458 554555 1476924 1478812 1524754 652693 669193 1638774 1654567 687048 719561 1814860 851183 2086851 2098320 2121860 2135674 883754 885653 2237955,58577 937062 1074138 1489933 1564084 1987419 2028670 2068368
1294296,2506 1357152 1397666 2226190,70598 1579924 140187 2075121 181698 191185 279475 292765 2015053 349547 2161961 386730 471598 541371 1334784 1336882 619977 639826 666996 1724333 729290 2160800 2199405
1323493,1542180 1170985 1495680 1001258 1393067 1706433 2034407 381209 1031277 1104564 1208534 505425 1238086 1376126 668696 759784 1947880 830252 2079414 921729,973996 1226365 1229235 241544 1897745 1005991 1229690 706502 2173192 2184101
1326018,47709 1065908 78823 143695 2050528 146059 1087778 1093824 1611407 1656351 2099511 1127679 1147177 1157727 1171589 1236155 1258515 1312482 1373764 578604 1466086 623337 630884 1706343 1708611 720002 747626 1852826 2007082 2019355 835177 2036146 2057037 2070753 2108056 2172868 910747 918814,1212128 51780 1494302 129572 1016969 1070644 467070 503997 1251668 1343057 557025 557551 569211 1413351 1416838 1497391 685041 694924 1693883 2063811 895931
545604,19588 31142 48447 56172 64010 78482 1169226 84955 113716 1633860 264739 1643010 1697510 305168 1807416 1875916 339347 341557 1083407 481360 1220027 507555 1274212 1341038 583104 1506950 642386 653822 666751 1703984 764465 1873038 1926678 1927331 844436 875285 891148 899810 2250521 926684,74989 2058604 499560 626914 679426 718897
545772,10139 1724637 1233401 224482 253632 1578011 1981324 351739 426600 1156107 1321314 1370736 1805944 1839560 1934717,131851 414058 437978 1111275 1667716 2039682 2102493 2109491
545780,759245 887642,25503 1031227 59017 102276 1559653 1966316 185968 1404110 1756857 1972138 2083015 396291 982419 439872 1522341 1566832 743831 2008144 2118876 885384
548053,1520586 1065440 1454523 131444 2048378 159786 943569 1057458 1183936 306808 1920674 1989535 2108234 373918 954001 456549 1127443 1229150 1429074 633358 1674077 1691144 1716001 770355 1929317 1998309 2015587 2049118 2074562 2077084 2163733 2236960,132279 1653659 290598 2212363 471609 1448627 1725886 724587 1762130 1802506 747846 879148 918833
553736,1876430 2091135 1154751 1395146 1514376 1520969 2068221 152327 930350 176983 212228 1525714 1570153 303063 1984964 349478 933744 408441 1182462 546047 557336 1353401 563371 1389976 1404412 1411332 1472845 617690 1549379 1693335 701056 722662 743021 753533 1908280 793219 813443 1982309 2072913 884849 2230050 926761,1885961 535754
554960,14896 72022 1153654 1877850 2167255 2233864 1302257 566558 1417110 1479253 777616 1920236,81888 1345727 1707146 1643789 1990491 1377883 738964 1806471
556919,2187650,373888 761255
560457,1036461 1331378 1341025 1531072 1125563 81087 84619 1334607 1681312 1689862 957236 215064 223704 239846 257169 1561340 1585392 299411 2035697 2053879 2158667 948851 958224 1094449 1112397 458576 466070 1155691 1178141 1219316 1223904 518280 520958 1468152 1512007 1647448 1702992 1708438 714217 737632 1845491 767596 784083 1993738 2026721 860584 2247591 927593,917618
560974,22286 23880 1206933 102069 1590802 2235559 938516 578958 1524058 874802 922367,2076775 1322856 659089 703770 868931
1369985,1863143 1251552 51302 84539 1343717 1637047 1670768 1768257 1848728 137958 2142673 2162412 1063529 1256027 1531132 1644961 356265 2183015 373712 377773 956055 427769 439275 457524 1234984 525480 1435743 1498957 1508679 1540181 638404 684435 1664946 1667968 1828315 780404 783674 2088750 2098543 914960 2248641 2256911,65095 1054672 1167451 93319 1760222 1063969 1278451 1934114 2249699 523737 1352164 1472324 644000 679568 1689174 1902542 2084561
564078,934392 440978 840761,235038 1182740 1981161 838828 2088671 2126996 2257551
565209,1100296 81064 99927 1998267 2001041 1232721 1606006 2040340 931795 1247841 573328 1393511 607706 751341 1989145 822397,1764987 1857058 189548 220179 1434567 1906570 1998054 948492 1261209 1443179 631702 707889 779856 1933608
1375128,999260 127041 1348803 346598 1601040 1816044 1971081,2118359 46507 204095 1384850 1503843 1521856 271016 1761628 328514 2173821 393796 1181616 1264772 534327 1386426 1506649 1516800 697085 1701012 702243 722094 1805891 745925 761628 1879323 1897866 816137
1379478,1414847 1736731 351045 1333840 1567784 660616 1664600 2026227 2159624 2216907 2250029,351045 719420
1387795,19441 1157775 1645973 137627 180562 342296 1138351 1146605 1252704 1381778 670704 694671 1737794 1803854 1926365 810465,5732 1039779 546906
574659,62437 83151 1183013 99838 108061 112336 1693675 1754730 1976222 196395 1241467 1389573 252701 315168 1868230 317284 331582 2003779 353461 2151389 423404 1044911 1130433 536559 1335333 1429442 592803 659172 1620725 673760 1667955 1733323 1754267 1815601 819782 820126,1237687 329616 1897153
1399531,1452666 1646051,1893670
1403174,965493 50077 2211520 94949 1455738 107890 1883572 2107718 2147803 166367 1208619 1420432 1421110 248926 1490102 253912 1602570 312128 330653 1987321 343806 392011 1178517 492237 1237017 1237915 1239124 1281804 1407662 596479 1473708 1525055 1559082 646695 1599207 1610049 687656 1709339 1719355 723973 727462 1772304 765632 792280 1991432 2006667 873675 900570 924435,977148
1403927,37001 50279 74092 1441780 183020 1105507 1977157 339876 1040422 1092846 497319 504398 1283167 1489400 623446 623481 683388 2019326,1932474 366460 1144256 1543172
1420493,1976633 988632 443775 545325 668612,486605 550752 2203821
1421797,224755 335184 2105406 511150 589124 676702 1749112,954589 555073 1599263 1646641
1425677,1606411 2682 15524 72114 2067700 1188948 1488364 275292 1662161 2013541 1158639 492228 611233 1921322 792392 799571 2008969 839244,39791 1120311 264092 2142507 1046915 1830041 769714
1434112,1219525,446422 611850 692981
1438151,11987 1130448 1581767 428447 1109226 551934 1337762 2056503 2203021,118267 2052141 1872962 2029713
594489,2039128 145561 185397 1184722 530717 1439468 1527141,131682 1439468
1449011,114814 2163156 229102 1386333 1667471 1680436 1895200 331809 1005225 415994 426795 1092983 462787 535232 1350781 560106 1369109 1612390 1688381 726921 1795825 748364 789259 852758 2112397 2126236 2202988 2233708,995904
603287,14934 126111 301997 1419476 1690646 1936898,14934 126111 1419476 1435793 648048 692642 1690646 1789960 1936898
1471888,127519 1078790,1284653 866487
